taz,airport_productions,lng,lat,TAZ_TRM_6.2,County,ATYPE,HH,HH_POP,MEANINC,Stud_GQ,Other_NonInst_GQ,Inst_GQ,Total_POP,StudGQ_NCSU,StudGQ_UNC,StudGQ_DUKE,StudGQ_NCCU,BuildingS_NCSU,BuildingS_UNC,BuildingS_DUKE,BuildingS_NCCU,Industry,Office,Service_RateLow,Service_RateHigh,Retail,IndOff_EarnLow,IndOff_EarnHigh,Service_EarnLow,Service_EarnHigh,Retail_EarnLow,Retail_EarnHigh,ADT,PCTCV,PCTAUTOEE,PCTCVEE,ZONEAREA,SHORTWALKA,LONGWALKAM,SHORTWALKO,LONGWALKOP,DISTGROUP,EXTERNAL,District,AVEBLOCK_P,AVEBLOCK_A,RoadwayLen,NMPathLen,ENROLLMENT,PASA,PrkRestrict,PASAYear,PrkCosW1,PrkCosW2,PrkCosW3,PrkCosO1,PrkCosO2,PrkCosO3,PrkCosU1,PrkCosU2,PrkCosU3,Campus,Campus_NCSU,Campus_UNC,Campus_DUKE,Campus_NCCU,In_ShortWalk_NCSU,In_ShortWalk_UNC,In_ShortWalk_DUKE,In_ShortWalk_NCCU,Housing_NCSU,Housing_UNC,Housing_DUKE,Housing_NCCU,NCSU_OFF,UNC_OFF,DUKE_OFF,NCCU_OFF,TOT_Area1,TOT_POP1,TOT_EMP1,EmpDen1,Density1,TRM_6.2_Fill,lehd_emp,Pct_Worker,PctHighEarn,employment,workers,high_earners,observed_productions,estimated_productions
1453,5,-78.61938017134506,35.78200951276309,1453,Wake,2,397,931,23228,0,7,0,938,0,0,0,0,0,0,0,0,0,36,61,17,127,36,0,66.7374,11.2626,72.4009,54.5991,0,0,0,0,0.199659,100,0,0,0,0,0,26,0,0.005512,0,3.90866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5613,1.83687,0.819191,0.836409,0.78138,3677,1636,2093.73,8665.952,NA,204,45,12,241,418.95,50.273999999999994,8.063649069992474,15.256342136007538
1454,13,-78.6305322261944,35.7840764443384,1454,Wake,2,300,616,73230,0,10,0,626,0,0,0,0,0,0,0,0,0,19,25,3,0,7.28571,11.7143,13.9821,14.0179,0,0,0,0,0,0,0.091686,95.1932,4.8068,0,0,0,0,27,0,0.007612,0,4.31716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0819,1.05696,0.4733,0.473604,0.7814,4100,6991,8946.764,22169.313,NA,27,45,27,47,277.2,74.84400000000001,20.96548758198043,8.394380951057677
1455,1,-78.627112835399,35.782520020516735,1455,Wake,2,241,560,73230,0,0,0,560,0,0,0,0,0,0,0,0,37,21,49,0,0,30.9716,27.0284,49,0,0,0,0,0,0,0,0.071513,100,0,0,0,0,0,26,0,0.004759,0,2.72199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1129,0.853569,0.381573,0.389194,0.781376,4176,2659,3402.972,11780.954,NA,26,45,27,107,252,68.04,1.6127298139984947,9.327310960011854
1456,3,-78.61746955889193,35.77477983966905,1456,Wake,2,431,1177,51585,0,0,1,1178,0,0,0,0,0,0,0,0,13,184,82,11,28,177.035,19.9645,88,5,28,0,0,0,0,0,0.283197,92.8391,7.1609,0,0,0,0,26,0,0.008984,0,4.67371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4181,1.06552,0.472075,0.483464,0.781376,3397,1737,2223.002,8552.149,NA,39,43,10,318,506.11,50.611000000000004,4.838189441995484,12.779834637418649
1457,1,-78.62374153468447,35.7738484031028,1457,Wake,2,93,256,37404,0,0,0,256,0,0,0,0,0,0,0,0,0,85,20,0,0,83.1944,1.80556,20,0,0,0,0,0,0,0,0.044673,100,0,0,0,0,0,26,0,0.022327,0,1.87171,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8067,0.259614,0.117348,0.1184,0.781365,4147,1912,2446.998,9935.74,NA,80,43,50,105,110.08,55.04,1.6127298139984947,7.856486289059818
1458,3,-78.62325379246131,35.77720424439213,1458,Wake,2,187,444,37404,0,0,0,444,0,0,0,0,0,0,0,0,10,883,41,3,18,834.565,58.4353,38.9748,5.02518,18,0,0,0,0,0,0.077343,100,0,0,0,0,0,26,0,0.00642,0,2.51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5467,0.435189,0.192312,0.197122,0.781353,4188,1876,2400.964,9901.227,NA,24,43,36,955,190.92,68.73119999999999,4.838189441995484,27.72827204483342
1459,1,-78.62913343205072,35.77493495347089,1459,Wake,2,314,756,40116,0,0,0,756,0,0,0,0,0,0,0,0,10,29,46,0,42,31.3782,7.62179,31.2313,14.7687,41.4586,0.541353,0,0,0,0,0.111137,100,0,0,0,0,0,26,0,0.006165,0,5.93745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.1344,1.47114,0.656383,0.657299,0.781375,5370,4609,5898.58,18029.347,NA,53,43,6,127,325.08,19.5048,1.6127298139984947,6.559413280886152
1460,0,-78.62632406573256,35.77892414952565,1460,Wake,2,77,189,40116,0,0,0,189,0,0,0,0,0,0,0,0,0,16,12,18,0,13.4722,2.52778,5,25,0,0,0,0,0,0,0.046144,100,0,0,0,0,0,26,0,0.022891,0,1.25449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4243,0.346263,0.154804,0.15792900000000001,0.78139,4528,2330,2981.867,11434.845,NA,39,43,64,46,81.27,52.0128,0,7.7208882168803985
1461,4,-78.63072494366091,35.77838940407119,1461,Wake,2,112,172,40116,0,0,0,172,0,0,0,0,0,0,0,0,0,49,20,0,1,35.9167,13.0833,16.3393,3.66071,1,0,0,0,0,0,0.044224,100,0,0,0,0,0,27,0,0.021188,0,1.56598,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6276,0.333099,0.148598,0.151661,0.781375,4952,10802,13824.345,32485.542,NA,6,43,36,70,73.96,26.625599999999995,6.450919255993979,4.747072870761931
1462,1,-78.61993054645723,35.763120245547206,1462,Wake,2,6,12,29477,0,0,1764,1776,0,0,0,0,0,0,0,0,21,7,753,15,4,27,1,584.391,183.609,0.443149,3.55685,0,0,0,0,0.311912,84.0863,15.9137,0,0,0,0,26,0,0.311304,0,4.31714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646545,0.01347,0.005978,0.006119,0.781375,1569,1183,1513.998,4871.643,NA,0,37,36,800,4.4399999999999995,1.5983999999999998,1.6127298139984947,4.215393246190709
1463,1,-78.62076370754222,35.76951829926615,1463,Wake,2,118,385,29469,0,0,0,385,0,0,0,0,0,0,0,0,55,2,28,8,11,55,2,30,6,11,0,0,0,0,0,0.050402,100,0,0,0,0,0,26,0,0.008396,0,0.737394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5262,0.451814,0.200112,0.204916,0.781384,3069,1431,1831.366,7391.575,NA,65,37,6,104,142.45,8.546999999999999,1.6127298139984947,6.075119412797082
1464,4,-78.62750709436216,35.76255414316744,1464,Wake,2,446,1393,25575,0,5,0,1398,0,0,0,0,0,0,0,0,13,136,49,0,1,100.167,48.8333,39.3933,9.60674,1,0,0,0,0,0,0.264828,99.4663,0.5337,0,0,0,0,26,0,0.029391,0,4.86183,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0577,2.05617,0.91599,0.935997,0.78138,2329,1020,1305.382,5449.682,NA,90,37,42,199,515.41,216.4722,6.450919255993979,23.257190249534204
1466,12,-78.6260183526535,35.77049582677021,1466,Wake,2,405,893,25929,0,0,0,893,0,0,0,0,0,0,0,0,0,140,29,44,0,138,2,69.1573,3.8427,0,0,0,0,0,0,0.12638,100,0,0,0,0,0,26,0,0.010359,0,4.66473,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5372,1.21415,0.538559,0.551101,0.781397,4387,1731,2215.263,9804.353,NA,172,37,33,213,330.40999999999997,109.03529999999999,19.352757767981934,17.465482750653702
1467,9,-78.64034967644285,35.77090041149515,1467,Wake,1,2,3,46126,0,0,0,3,0,0,0,0,0,0,0,0,90,300,103,265,42,237.751,152.249,317.106,50.8943,35.7188,6.28125,0,0,0,0,0.094175,99.1157,0.8843,0,0,0,0,26,0,0.012851,0,3.02265,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176034,0.005394,0.002407,0.00241,0.781393,5107,15818,20243.323,44824.904,NA,305,40,52,800,1.2000000000000002,0.6240000000000001,14.514568325986453,37.79467130336527
1468,2,-78.64550798498462,35.771576059242754,1468,Wake,1,124,354,46127,0,0,0,354,0,0,0,0,0,0,0,0,3,9,35,0,2,8.06061,3.93939,28.2865,6.71345,2,0,0,0,0,0,0.063792,100,0,0,0,0,0,26,0,0.006669,0,2.36307,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1689,0.708525,0.32168,0.327707,0.781387,3226,13127,16799.616,35904.115,NA,71,40,37,49,141.6,52.391999999999996,3.2254596279969894,6.275082738618184
1469,1,-78.64662208912027,35.768819598928516,1469,Wake,2,84,210,49383,0,0,0,210,0,0,0,0,0,0,0,0,0,3,5,0,4,2.31148,0.688525,3.11745,1.88255,3.60902,0.390977,0,0,0,0,0.022648,91.4382,8.5618,0,0,0,0,26,0,0.005332,0,0.43392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9255,0.354044,0.158974,0.161982,0.781374,2784,3950,5055.199,13124.59,NA,0,55,48,12,115.50000000000001,55.440000000000005,1.6127298139984947,6.380883281610503
1470,2,-78.63479895504412,35.77102587170723,1470,Wake,1,101,265,46126,910,0,0,1175,0,0,0,0,0,0,0,0,0,14,22,304,10,2.54546,11.4545,134.297,191.703,8.44958,1.55042,0,0,0,0,0.056481,100,0,0,0,0,0,26,0,0.006251,0,3.04711,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9304,0.333496,0.147776,0.148219,0.781392,5295,13290,17008.104,38946.271,NA,666,40,22,350,106,23.32,3.2254596279969894,31.017880391388072
1471,2,-78.63838116063953,35.76728666610391,1471,Wake,2,49,134,24340,0,1,0,135,0,0,0,0,0,0,0,0,31,13,11,0,3,10.2171,33.7829,5.00769,5.99231,0.923077,2.07692,0,0,0,0,0.044766,100,0,0,0,0,0,26,0,0.008718,0,1.26563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7197,0.244518,0.108833,0.109044,0.78137,4247,6433,8232.975,21007.55,NA,17,40,42,58,53.6,22.512,3.2254596279969894,5.200152144496373
1472,1,-78.63446884205212,35.76745002965295,1472,Wake,2,176,482,37370,0,0,0,482,0,0,0,0,0,0,0,0,0,15,16,1,5,11.2974,3.70256,13.9026,3.09744,1.53846,3.46154,0,0,0,0,0.071901,100,0,0,0,0,0,26,0,0.007137,0,1.76807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0092,0.765648,0.340453,0.341188,0.781368,4278,3521,4506.197,13998.237,NA,7,40,42,37,192.8,80.976,1.6127298139984947,8.941121456469643
1473,0,-78.62991864316194,35.76685991738175,1473,Wake,2,40,105,37370,0,0,0,105,0,0,0,0,0,0,0,0,0,6,0,0,3,5.16129,0.83871,0,0,2.20588,0.794118,0,0,0,0,0.029256,100,0,0,0,0,0,26,0,0.029093,0,0.328713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62702,0.13988,0.062125,0.063536,0.781374,4329,1237,1583.109,8534.606,NA,0,40,42,9,42,17.64,0,3.1899878852119707
1475,13,-78.64176943833851,35.76508106221573,1475,Wake,2,564,1423,24344,0,200,0,1623,0,0,0,0,0,0,0,0,0,103,16,40,3,49.9094,53.0906,47.3993,8.60067,2.57143,0.428571,0,0,0,0,0.14586,90.4725,9.5275,0,0,0,0,26,0,0.010934,0,4.85329,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.389,1.52077,0.737619,0.882659,0.781357,3037,1539,1969.651,7612.315,NA,529,40,71,162,569.2,404.132,20.96548758198043,41.45754043062713
1476,2,-78.63438106994798,35.76459426320066,1476,Wake,2,98,290,24340,0,1,0,291,0,0,0,0,0,0,0,0,22,28,10,0,23,37.5385,12.4615,10,0,7.07692,15.9231,0,0,0,0,0.052963,100,0,0,0,0,0,26,0,0.005842,0,0.1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5081,0.475677,0.210608,0.21662,0.781361,3853,1287,1647.126,8046.586,NA,39,40,26,83,116,30.16,3.2254596279969894,6.901397195005305
1477,26,-78.65827305521204,35.782735110856414,1477,Wake,2,465,800,60472,29,0,0,829,0,0,0,0,0,0,0,0,16,46,146,134,106,37.1339,24.8661,223.816,56.1841,95.309,10.691,0,0,0,0,0.061094999999999997,100,0,0,0,0,0,26,0,0.010131,0,2.41815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.2112,2.51405,1.13166,1.13123,0.781374,3415,5451,6976.171,17565.554,NA,558,72,13,448,576,74.88,41.93097516396086,27.387024278699283
1478,9,-78.65193917620252,35.77991042954147,1478,Wake,2,464,601,60472,0,0,1,602,0,0,0,0,0,0,0,0,86,164,506,38,73,144.543,105.457,328.948,215.052,69.4293,3.57065,0,0,0,0,0.104818,99.8235,0.1765,0,0,0,0,26,0,0.008401,0,3.48796,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1953,1.63271,0.733653,0.733608,0.781397,3342,7564,9680.094,22586.325,NA,976,72,47,867,432.71999999999997,203.37839999999997,14.514568325986453,33.66894470493953
1479,4,-78.64729967858506,35.77608729336564,1479,Wake,1,1,2,76720,0,0,0,2,0,0,0,0,0,0,0,0,3,38,9,60,8,14.1053,26.8947,36.2467,32.7533,8,0,0,0,0,0,0.046031,100,0,0,0,0,0,26,0,0.023013,0,0.722996,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105989,0.003343,0.001496,0.001497,0.781364,2972,19609,25095.866,51271.07,NA,242,72,61,118,1.44,0.8784,6.450919255993979,8.165394326400786
1480,4,-78.65075528175217,35.77291937063451,1480,Wake,2,297,643,76720,0,56,0,699,0,0,0,0,0,0,0,0,63,113,110,0,21,95.6039,80.3961,62.3876,47.6124,20.1111,0.888889,0,0,0,0,0.112618,100,0,0,0,0,0,26,0,0.005574,0,5.35589,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9556,1.12929,0.508284,0.517317,0.781374,2156,4141,5299.638,12783.218,NA,261,72,35,307,462.96,162.03599999999997,6.450919255993979,21.660062891538402
1481,2,-78.65127451453787,35.77569562214618,1481,Wake,2,138,259,76720,0,0,0,259,0,0,0,0,0,0,0,0,20,7,54,99,0,14.3099,12.6901,132.258,20.7416,0,0,0,0,0,0,0.05112,99.1148,0.8852,0,0,0,0,26,0,0.008398,0,3.38393,0,7,2,2013,434,217,145,150,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0389,0.459238,0.206108,0.20615,0.781367,2306,5651,7232.194,16630.539,NA,78,72,42,180,186.48,78.32159999999999,3.2254596279969894,17.823483500903368
1482,2,-78.66401658099994,35.78058104717179,1482,Wake,2,4,15,26192,0,0,0,15,0,0,0,0,0,0,0,0,0,272,230,32,9,217.337,54.6634,215.726,46.2738,8.59091,0.409091,0,0,0,0,0.081784,96.5933,3.4067,0,0,0,0,26,0,0.040332,0,1.85424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86464,0.058567,0.026344,0.026337,0.781391,3765,5446,6969.622,18000.992,NA,20,82,28,543,12.299999999999999,3.444,3.2254596279969894,10.801665943572017
1483,2,-78.66228055575762,35.78365922511781,1483,Wake,2,58,96,26192,0,0,0,96,0,0,0,0,0,0,0,0,0,22,49,2,4,10.4375,11.5625,22.3678,28.6322,2.5,1.5,0,0,0,0,0.056713,99.9274,0.0726,0,0,0,0,26,0,0.056381,0,1.19877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5949,0.446037,0.201021,0.2009,0.781404,4874,6328,8098.245,21554.881,NA,16,82,28,77,78.72,22.041600000000003,3.2254596279969894,4.135878294818914
1486,4,-78.67476828988868,35.78281679259821,1486,Wake,2,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,17,467,91,8,15,358.17,125.83,80.8167,18.1833,15,0,0,0,0,0,0.078505,100,0,0,0,0,0,26,0,0.026159,0,2.04206,0,3,1,2013,117,58,39,200,100,67,95,48,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781373,8300,6309,8074.246,25894.321,NA,0,82,28,598,0,0,6.450919255993979,13.678434427621072
1487,3,-78.67042110777506,35.780774668890096,1487,Wake,2,0,0,26192,470,0,0,470,470,0,0,0,0,0,0,0,22,166,13,0,0,127.692,60.3077,9.96258,3.03742,0,0,0,0,0,0,0.072469,100,0,0,0,0,0,26,0,0.034918,0,1.76188,0,3,1,2013,117,58,39,200,100,67,95,48,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781389,4799,6587,8429.858,22086.245,NA,0,82,28,201,0,0,4.838189441995484,5.950034621421899
1489,0,-78.69040796921897,35.788068827380805,1489,Wake,2,1,4,39435,288,0,0,292,288,0,0,0,28,0,0,0,3,2,0,0,0,2.89164,2.10836,0,0,0,0,0,0,0,0,0.056997,100,0,0,0,0,0,26,0,0.056982,0,2.23171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78139,4462,3301,4224.521,13700.787,NA,0,40,17,5,1.6,0.272,0,1.6030117343249315
1492,6,-78.65696774072897,35.79404175296784,1492,Wake,2,297,474,100900,0,0,0,474,0,0,0,0,0,0,0,0,0,15,17,0,0,13.2622,1.73779,9.31105,7.68895,0,0,0,0,0,0,0.095705,100,0,0,0,0,0,26,0,0.010625,0,2.65285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3541,1.17529,0.534176,0.54166,0.781385,4063,5508,7049.022,18532.582,NA,24,66,34,32,312.84000000000003,106.36560000000001,9.676378883990967,10.711035921255005
1493,9,-78.65950389936035,35.79614668222867,1493,Wake,2,427,577,100900,0,0,0,577,0,0,0,0,0,0,0,0,68,593,709,62,113,250.056,410.944,354.217,416.783,101.835,11.1652,0,0,0,0,0.07474,100,0,0,0,0,0,26,0,0.07462,0,2.55783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6111,1.53323,0.696972,0.706538,0.781365,3863,4930,6309.468,16877.926,NA,1748,66,61,1545,380.82,232.3002,14.514568325986453,48.80789036700809
1494,34,-78.65895916296901,35.78965546572572,1494,Wake,2,429,768,94520,0,0,0,768,0,0,0,0,0,0,0,0,48,104,355,107,1113,75.9325,76.0675,314.275,147.725,1062.14,50.8615,0,0,0,0,0.111131,100,0,0,0,0,0,26,0,0.011068,0,4.93731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7991,1.95357,0.879911,0.879472,0.781407,4756,5521,7065.46,19450.389,NA,1925,66,17,1727,506.88,86.1696,54.83281367594882,86.93884214864923
1495,6,-78.65377815247756,35.79043862568305,1495,Wake,2,339,470,94521,0,0,0,470,0,0,0,0,0,0,0,0,8,197,61,0,2,117.573,87.4272,29.589,31.411,1.81539,0.184615,0,0,0,0,0.093599,100,0,0,0,0,0,26,0,0.031199,0,4.79311,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8556,1.19165,0.538712,0.538141,0.7814,5021,5566,7123.113,19898.629,NA,259,66,45,268,310.2,139.59,9.676378883990967,17.874305439301892
1496,4,-78.65322437768035,35.78425189529463,1496,Wake,2,148,335,94521,0,27,0,362,0,0,0,0,0,0,0,0,0,141,54,0,0,85.1965,55.8035,28.1921,25.8079,0,0,0,0,0,0,0.112109,100,0,0,0,0,0,26,0,0.010842,0,5.1245,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1484,0.751966,0.338439,0.338319,0.781398,4854,7410,9483.001,24148.524,NA,262,66,50,195,221.10000000000002,110.55000000000001,6.450919255993979,13.739798810650049
1497,2,-78.65822293870069,35.786497152234155,1497,Wake,2,149,350,71286,0,0,0,350,0,0,0,0,0,0,0,0,3,60,134,69,17,31.3611,31.6389,109.432,93.5683,15.7692,1.23077,0,0,0,0,0.074596,100,0,0,0,0,0,26,0,0.005718,0,3.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6535,1.06096,0.47814,0.477859,0.781377,4613,5985,7659.554,20391.309,NA,266,66,59,283,231,136.29,3.2254596279969894,21.39737647942233
1498,29,-78.66621372487054,35.789632571618604,1498,Wake,2,658,1277,71285,242,0,0,1519,242,0,0,0,0,0,0,0,27,600,255,123,303,443.151,183.849,294.523,83.4765,268.247,34.7527,0,0,0,0,0.160907,100,0,0,0,0,0,26,0,0.007951,0,7.41102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.702,4.49544,2.02668,2.02533,0.781391,5887,7158,9160.592,24860.768,NA,1696,66,18,1308,842.82,151.7076,46.76916460595635,56.585897072426704
1499,6,-78.67049024553089,35.80168655113243,1499,Wake,2,121,274,85939,0,0,0,274,0,0,0,0,0,0,0,0,0,3,12,0,0,1.56338,1.43662,2.95567,9.04434,0,0,0,0,0,0,0.077254,33.7574,66.2426,0,0,0,0,26,0,0.012871,0,0.071102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1308,1.00385,0.46145,0.466351,0.781415,2887,537,687.215,4994.412,NA,9,53,36,15,145.22,52.279199999999996,9.676378883990967,5.882205193192821
1500,11,-78.67172635384955,35.79884384551644,1500,Wake,2,270,573,85939,0,0,0,573,0,0,0,0,0,0,0,0,4,24,8,0,0,12.1187,15.8813,3.78582,4.21418,0,0,0,0,0,0,0.13547,43.9978,56.0022,0,0,0,0,26,0,0.016703,0,1.41524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5315,2.10092,0.965404,0.975694,0.78139,3230,753,963.667,5956.382,NA,25,53,36,36,303.69,109.3284,17.740027953983443,11.339699761562596
1501,16,-78.67293935983598,35.79323692849711,1501,Wake,2,418,938,60655,0,0,0,938,0,0,0,0,3,0,0,0,6,77,96,19,75,51.1271,31.8729,95.4802,19.5198,67.963,7.03704,0,0,0,0,0.189779,87.6972,12.3028,0,0,0,0,26,0,0.013546,0,5.08258,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4957,4.17124,1.88638,1.88421,0.781393,5500,3286,4205.312,14992.834,NA,170,53,29,273,497.14000000000004,144.1706,25.803677023975915,21.51645136768794
1502,10,-78.67929760848739,35.79197745217749,1502,Wake,2,157,323,64246,11,0,0,334,0,0,0,0,0,0,0,0,12,50,78,36,142,20.8722,41.1278,66.1368,47.8632,142,0,0,0,0,0,0.072896,100,0,0,0,0,0,26,0,0.010268,0,2.10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8357,1.48097,0.669119,0.668431,0.781385,7709,2917,3733.113,16926.792,NA,180,53,20,318,171.19,34.238,16.127298139984948,17.299436521982994
1503,3,-78.67575870363974,35.7882141637217,1503,Wake,2,0,0,64245,928,0,0,928,928,0,0,0,0,0,0,0,10,11,78,0,88,3.00877,17.9912,0,78,83.7143,4.28571,0,0,0,0,0.022564,100,0,0,0,0,0,26,0,0.010585,0,0.816855,0,3,1,2013,117,58,39,200,100,67,95,48,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781389,8616,5558,7112.974,24480.323,NA,120,53,16,187,0,0,4.838189441995484,7.188519225391036
1504,11,-78.6822719880854,35.79094851183783,1504,Wake,2,61,112,64243,1750,0,0,1862,1750,0,0,0,0,0,0,0,46,49,176,0,149,58.0263,36.9737,129.847,46.1526,149,0,0,0,0,0,0.099832,100,0,0,0,0,0,26,0,0.014253,0,1.88795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3602,0.52961,0.239492,0.239215,0.781395,7690,3223,4124.674,17642.97,NA,385,53,28,420,59.36,16.620800000000003,17.740027953983443,14.612568814835306
1505,23,-78.67986775923501,35.79718815485827,1505,Wake,2,513,1037,96408,0,0,0,1037,0,0,0,0,0,0,0,0,43,37,121,0,4,61.4474,18.5526,96.7,24.3,2.51852,1.48148,0,0,0,0,0.24012,100,0,0,0,0,0,26,0,0.01411,0,6.93063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6082,4.0547,1.83687,1.83429,0.781375,3950,1379,1764.837,8393.284,NA,110,53,12,205,549.61,65.9532,37.09278572196538,10.002423803897873
1506,4,-78.66520946458061,35.79480671427066,1506,Wake,2,328,725,92261,0,0,0,725,0,0,0,0,0,0,0,0,52,28,138,16,14,46.4277,33.5723,67.2701,86.7299,2,12,0,0,0,0,0.143144,70.0013,29.9987,0,0,0,0,26,0,0.008943,0,1.20403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0907,1.99284,0.906443,0.918878,0.781378,4546,4113,5263.779,15774.08,NA,299,53,70,248,384.25,268.97499999999997,6.450919255993979,29.389237930658453
1507,1,-78.66263569939001,35.80147797489796,1507,Wake,2,228,355,92353,0,0,0,355,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3.0483,3.9517,0,0,0,0,0,0,0.056291,72.5638,27.4362,0,0,0,0,26,0,0.017884,0,1.99256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3251,1.11471,0.511892,0.51812,0.781397,3015,2972,3803.444,11052.482,NA,5,53,36,7,188.15,67.734,1.6127298139984947,7.125527678579151
1508,4,-78.6637807374786,35.79871556748351,1508,Wake,2,101,244,92321,0,0,0,244,0,0,0,0,0,0,0,0,24,35,76,35,0,9.83484,49.1652,72.5498,38.4502,0,0,0,0,0,0,0.086979,62.1779,37.8221,0,0,0,0,26,0,0.017358,0,1.38949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.584,0.769354,0.353296,0.357592,0.781391,3513,3048,3900.734,11873.854,NA,60,53,53,170,129.32,68.5396,6.450919255993979,12.141297689006004
