route,access,mode,tod,On,Off,DriveAccessOn,WalkAccessOn,DirectTransferOn,WalkTransferOn,DirectTransferOff,WalkTransferOff,EgressOff,rts_name
212,All,All,Daily,162.259,162.259,0,129.649,27.9851,4.62508,138.554,4.18167,19.5239,DATA 15 IB:Briercreek-Downtown
213,All,All,Daily,1159.06,1159.06,6.3064,248.932,791.981,111.837,780.677,12.9447,365.434,TT 400 EB:Chapel Hill-NHC-Durham
214,All,All,Daily,298.466,298.465,0,3.55809,255.509,39.3986,157.719,15.6318,125.115,TT DRX EB:Durham-Raleigh
215,All,All,Daily,1396.84,1396.84,19.7317,1016.46,339.577,21.0701,634.189,30.9312,731.717,DATA 5-6B OB:StrtsSPt-Sparger
216,All,All,Daily,909.325,909.325,17.5635,469.525,395.1,27.1364,331.446,12.1034,565.776,DATA 4-2A OB:Horton-Angier
217,All,All,Daily,810.02,810.02,24.2173,380.664,285.61,119.529,236.667,35.6879,537.665,DATA 2A-4 IB:Angier-Horton
218,All,All,Daily,704.253,704.252,17.5635,446.336,217.399,22.9548,318.773,12.1034,373.376,DATA 4-2B OB:Horton-Raynor
219,All,All,Daily,656.114,656.114,11.6657,249.013,281.154,114.281,150.3,31.0628,474.75,DATA 2B-4 IB:Raynor-Horton
220,All,All,Daily,281.506,281.506,10.4616,247.022,21.3426,2.67955,178.927,14.2843,88.2944,DATA 9A IB:Horton-Downtown
221,All,All,Daily,549.205,549.205,18.4093,276.211,231.388,23.1955,215.546,9.01296,324.646,DATA 8-10A OB:DrhmTech-NHopeCmn
222,All,All,Daily,755.086,755.085,4.37223,365.503,356.538,28.6719,194.539,14.1708,546.376,DATA 10A-8 IB:NHopeCmn-DrhmTech
223,All,All,Daily,235.294,235.294,5.02004,150.163,79.0668,1.04384,150.068,0,85.2255,DATA 16B IB:Rummel-Downtown
224,All,All,Daily,374.666,374.665,23.9139,107.962,239.921,2.8683,304.19,0,70.4754,TT 700 WB:RTC-Durham
225,All,All,Daily,485.476,485.476,7.45238,67.7638,410.26,0,424.624,0,60.852,TT 700md WB:RTC-Durham
226,All,All,Daily,6.40881,6.40881,0,0,6.40881,0,6.40881,0,0,TT ODX EB
227,All,All,Daily,280.407,280.407,14.8555,47.3516,204.312,13.8885,22.2129,0,258.194,DATA 11 OB:Downtown-Bennett
228,All,All,Daily,545.394,545.394,4.096,161.966,337.084,42.2477,111.417,23.9569,410.02,DATA 12-14 OB:Downtown-SPT
229,All,All,Daily,221.945,221.945,0,40.5353,181.41,0,23.8034,1.06576,197.076,DATA 15 OB:Downtown-Briercreek
230,All,All,Daily,562.859,562.86,14.3979,217.669,299.34,31.4517,68.9858,0,493.874,DATA 10B OB:Downtown-Pickett
231,All,All,Daily,506.199,506.199,0.584223,158.245,331.474,15.8964,59.6527,2.00578,444.54,DATA 16B OB:Downtown-Rummel
232,All,All,Daily,335.346,335.346,1.6022,98.7269,220.008,15.0089,64.4266,17.9512,252.968,DATA 12 OB:Extra Headway
233,All,All,Daily,682.901,682.901,0.369013,175.854,478.646,28.0327,77.102,2.00578,603.793,DATA 16A OB:Downtown-MSprng
234,All,All,Daily,136.291,136.292,0,97.9879,22.9418,15.3618,7.14695,2.56517,126.579,DATA 5K OB
235,All,All,Daily,214.298,214.298,3.81493,74.205,126.596,9.68276,34.5889,28.0833,151.626,TT 405 WB:Durham-Chapel Hill
236,All,All,Daily,902.012,902.011,0,108.57,765.976,27.4649,113.742,99.2495,689.02,TT 400 WB:Durham-NHC-Chapel Hill
237,All,All,Daily,18.5596,18.5596,0,0.801677,17.758,0,7.71563,0,10.844,TT ODX WB
238,All,All,Daily,532.535,532.534,0,114.526,333.285,84.7241,7.35853,27.0513,498.124,DATA 9B OB:Downtown-N High
239,All,All,Daily,56.6427,56.6427,0,32.7993,23.8435,0,8.86105,19.2782,28.5035,DATA 7 OB:Downtown-MLKRoxb
240,All,All,Daily,562.847,562.847,0,156.579,381.734,24.5332,57.5202,27.0513,478.276,DATA 9A OB:Downtown-Horton
241,All,All,Daily,703.88,703.879,1.36883,87.576,614.935,0,623.496,0,80.3836,TT 700 EB:Durham-RTC
242,All,All,Daily,717.889,717.889,18.6101,624.094,72.0008,3.18412,317.582,37.5805,362.726,CHT D IB:Providence-SmithLevel
1,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,pnr,eb,AM,10.2743,10.2743,0,0,10.2743,0,8.15185,2.12247,0,TT 301 EB:RTP-Moore Sq
1,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,pnr,lb,AM,137.647,137.647,0,0,137.647,0,0,20.1939,117.453,TT 301 EB:RTP-Moore Sq
1,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 301 EB:RTP-Moore Sq
1,w,eb,AM,18.414,18.414,,18.414,0,0,18.414,0,0,TT 301 EB:RTP-Moore Sq
1,w,eb,PM,8.30547,8.30547,,8.30547,0,0,8.30547,0,0,TT 301 EB:RTP-Moore Sq
1,w,lb,AM,183.963,183.963,,143.042,26.3669,14.554,74.3005,43.4028,66.2597,TT 301 EB:RTP-Moore Sq
1,w,lb,PM,82.5146,82.5148,,53.3687,11.3394,17.8066,23.9748,21.7373,36.8026,TT 301 EB:RTP-Moore Sq
2,knr,eb,AM,36.722,36.7221,36.722,0,0,0,0,0,36.7221,TT 300 EB:RTP-Moore Squ
2,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,pnr,eb,AM,152.735,152.736,102.277,0,50.4582,0,6.40881,0,146.327,TT 300 EB:RTP-Moore Squ
2,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,w,eb,AM,48.854,48.854,,16.3037,32.5503,0,0,9.18753,39.6665,TT 300 EB:RTP-Moore Squ
2,w,eb,PM,111.333,111.333,,9.18753,87.9133,14.2323,47.0573,23.4199,40.8561,TT 300 EB:RTP-Moore Squ
2,w,lb,AM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
2,w,lb,PM,0,0,,0,0,0,0,0,0,TT 300 EB:RTP-Moore Squ
3,knr,eb,MD,10.278,10.278,10.278,0,0,0,0,0,10.278,TT 300md EB:RTP-Moore Squ
3,knr,lb,MD,0,0,0,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,knr,lb,NT,0,0,0,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,pnr,eb,MD,0,0,0,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,pnr,eb,NT,11.8113,11.8113,11.8113,0,0,0,0,0,11.8113,TT 300md EB:RTP-Moore Squ
3,pnr,lb,MD,0,0,0,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,pnr,lb,NT,0,0,0,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,w,eb,MD,86.1869,86.1868,,37.9165,39.0829,9.18753,36.7501,21.8742,27.5626,TT 300md EB:RTP-Moore Squ
3,w,eb,NT,10.6743,10.6743,,3.55809,0,7.11617,0,3.55809,7.11617,TT 300md EB:RTP-Moore Squ
3,w,lb,MD,0,0,,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
3,w,lb,NT,0,0,,0,0,0,0,0,0,TT 300md EB:RTP-Moore Squ
4,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 305 IB:Apex-Moore Sq
4,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 305 IB:Apex-Moore Sq
4,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 305 IB:Apex-Moore Sq
4,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 305 IB:Apex-Moore Sq
4,pnr,eb,AM,10.2743,10.2743,0,0,10.2743,0,8.15185,2.12247,0,TT 305 IB:Apex-Moore Sq
4,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 305 IB:Apex-Moore Sq
4,pnr,lb,AM,151.783,151.783,14.1357,0,137.647,0,0,34.3296,117.453,TT 305 IB:Apex-Moore Sq
4,pnr,lb,PM,5.8075,5.8075,,5.8075,0,0,0,0,5.8075,TT 305 IB:Apex-Moore Sq
4,w,eb,AM,5.32298,5.32298,,5.32298,0,0,5.32298,0,0,TT 305 IB:Apex-Moore Sq
4,w,eb,PM,4.79162,4.79162,,4.79162,0,0,4.79162,0,0,TT 305 IB:Apex-Moore Sq
4,w,lb,AM,78.8946,78.8946,,52.1798,13.3879,13.3269,18.4478,10.596,49.8507,TT 305 IB:Apex-Moore Sq
4,w,lb,PM,63.1687,63.1687,,52.8743,4.3449,5.94949,19.786,20.774,22.6087,TT 305 IB:Apex-Moore Sq
5,knr,eb,AM,6.15801,6.15801,6.15801,0,0,0,0,2.08767,4.07034,TT 800S WB
5,knr,eb,PM,0.400838,0.400838,,0.400838,0,0,0,0,0.400838,TT 800S WB
5,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800S WB
5,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 800S WB
5,pnr,eb,AM,49.4099,49.4099,12.5067,0,36.9032,0,0,0,49.4099,TT 800S WB
5,pnr,eb,PM,7.21041,7.2104,,0,7.21041,0,0,0,7.2104,TT 800S WB
5,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800S WB
5,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 800S WB
5,w,eb,AM,13.9387,13.9387,,8.19732,5.23669,0.504722,0,4.09866,9.84007,TT 800S WB
5,w,eb,PM,32.2878,32.2879,,15.3512,16.9367,0,11.7636,6.41321,14.1111,TT 800S WB
5,w,lb,AM,0,0,,0,0,0,0,0,0,TT 800S WB
5,w,lb,PM,0,0,,0,0,0,0,0,0,TT 800S WB
6,knr,eb,AM,0,0,0,0,0,0,0,0,0,TT 800S EB
6,knr,eb,PM,0,0,,0,0,0,0,0,0,TT 800S EB
6,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800S EB
6,knr,lb,PM,0,0,,0,0,0,0,0,0,TT 800S EB
6,pnr,eb,AM,0,0,0,0,0,0,0,0,0,TT 800S EB
6,pnr,eb,PM,0,0,,0,0,0,0,0,0,TT 800S EB
6,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT 800S EB
6,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT 800S EB
6,w,eb,AM,14.9486,14.9486,,4.99124,9.95737,0,8.7332,0,6.21541,TT 800S EB
6,w,eb,PM,79.9398,79.9398,,32.2562,47.6837,0,31.9272,2.90174,45.1108,TT 800S EB
6,w,lb,AM,0,0,,0,0,0,0,0,0,TT 800S EB
6,w,lb,PM,0,0,,0,0,0,0,0,0,TT 800S EB
7,knr,eb,AM,8.52515,8.52515,8.52515,0,0,0,0,0,8.52515,TT CRX WB
7,knr,eb,PM,2.08768,2.08768,,2.08768,0,0,0,0,2.08768,TT CRX WB
7,knr,lb,AM,0,0,0,0,0,0,0,0,0,TT CRX WB
7,knr,lb,PM,0,0,,0,0,0,0,0,0,TT CRX WB
7,pnr,eb,AM,233.416,233.416,217.649,0,11.3563,4.4102,85.1514,1.64327,146.621,TT CRX WB
7,pnr,eb,PM,18.0982,18.0982,,0,18.0982,0,0,0,18.0982,TT CRX WB
7,pnr,lb,AM,0,0,0,0,0,0,0,0,0,TT CRX WB
7,pnr,lb,PM,0,0,,0,0,0,0,0,0,TT CRX WB
7,w,eb,AM,77.7832,77.7832,,6.57991,37.2003,34.003,20.5408,9.20281,48.0397,TT CRX WB
7,w,eb,PM,163.503,163.503,,47.1594,107.825,8.51884,73.5159,17.3435,72.6436,TT CRX WB
7,w,lb,AM,0,0,,0,0,0,0,0,0,TT CRX WB
7,w,lb,PM,0,0,,0,0,0,0,0,0,TT CRX WB
8,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT A-Limited
8,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT A-Limited
8,knr,lb,AM,8.96596,8.96596,8.96596,0,0,0,0,0,8.96596,CHT A-Limited
8,knr,lb,PM,0.404342,0.404342,,0.404342,0,0,0,0,0.404342,CHT A-Limited
8,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT A-Limited
8,pnr,eb,PM,3.25627,3.25627,,3.25627,0,0,3.25627,0,0,CHT A-Limited
8,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT A-Limited
8,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT A-Limited
8,w,eb,AM,6.15756,6.15756,,1.25065,4.90691,0,6.15756,0,0,CHT A-Limited
8,w,eb,PM,42.2679,42.2679,,26.8949,15.373,0,27.8129,14.455,0,CHT A-Limited
8,w,lb,AM,129.3,129.3,,30.4371,98.8633,0,7.04214,0.558555,121.699,CHT A-Limited
8,w,lb,PM,153.132,153.132,,113.398,39.7342,0,67.3115,15.2975,70.5231,CHT A-Limited
9,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,knr,lb,AM,0.573532,0.573532,0.573532,0,0,0,0,0,0.573532,CHT A NB:Weiner-SHS
9,knr,lb,MD,8.57013,8.57013,2.84314,0,5.72699,0,0,0,8.57013,CHT A NB:Weiner-SHS
9,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,lb,MD,4.99405,4.99405,0,0,0,4.99405,0,0,4.99405,CHT A NB:Weiner-SHS
9,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,w,eb,AM,2.45282,2.45282,,1.76971,0.68311,0,2.45282,0,0,CHT A NB:Weiner-SHS
9,w,eb,MD,1.10255,1.10255,,0,0,1.10255,0,0,1.10255,CHT A NB:Weiner-SHS
9,w,eb,NT,0,0,,0,0,0,0,0,0,CHT A NB:Weiner-SHS
9,w,eb,PM,2.77788,2.77788,,2.77788,0,0,2.77788,0,0,CHT A NB:Weiner-SHS
9,w,lb,AM,68.9295,68.9294,,36.9503,31.9792,0,7.65163,0,61.2778,CHT A NB:Weiner-SHS
9,w,lb,MD,292.683,292.684,,81.8929,188.135,22.6552,23.5927,0.432249,268.659,CHT A NB:Weiner-SHS
9,w,lb,NT,43.6466,43.6465,,16.5367,27.1099,0,2.43571,0,41.2108,CHT A NB:Weiner-SHS
9,w,lb,PM,56.6173,56.6173,,33.6796,22.9377,0,8.4405,1.60605,46.5708,CHT A NB:Weiner-SHS
10,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,eb,AM,0,0,,0,0,0,0,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,eb,MD,7.14129,7.14129,,7.14129,0,0,7.14129,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,eb,NT,0.641885,0.641885,,0.641885,0,0,0.641885,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,eb,PM,3.55514,3.55514,,3.55514,0,0,3.55514,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,lb,AM,49.6192,49.6192,,49.6192,0,0,40.3311,0,9.28819,CHT CW OB:JonesFerry-Pittsboro
10,w,lb,MD,22.5277,22.5277,,21.9837,0.544026,0,9.89199,0,12.6357,CHT CW OB:JonesFerry-Pittsboro
10,w,lb,NT,1.86861,1.86861,,1.86861,0,0,1.86861,0,0,CHT CW OB:JonesFerry-Pittsboro
10,w,lb,PM,59.2706,59.2706,,59.2706,0,0,23.807,0,35.4636,CHT CW OB:JonesFerry-Pittsboro
11,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,knr,lb,MD,18.4422,18.4422,0,0,18.4422,0,0,0,18.4422,CHT CW IB:Pittsboro-JonesFerry
11,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,lb,AM,1.08127,1.08127,0,0,1.08127,0,0,0,1.08127,CHT CW IB:Pittsboro-JonesFerry
11,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT CW IB:Pittsboro-JonesFerry
11,w,eb,AM,2.745,2.745,,0,0,2.745,0,0,2.745,CHT CW IB:Pittsboro-JonesFerry
11,w,eb,MD,5.80348,5.80348,,0,0,5.80348,0,0,5.80348,CHT CW IB:Pittsboro-JonesFerry
11,w,eb,NT,7.00773,7.00773,,0,7.00773,0,0,0,7.00773,CHT CW IB:Pittsboro-JonesFerry
11,w,eb,PM,37.1882,37.1882,,0,18.501,18.6873,0,0,37.1882,CHT CW IB:Pittsboro-JonesFerry
11,w,lb,AM,18.2079,18.2079,,9.05955,9.14833,0,2.74171,0,15.4662,CHT CW IB:Pittsboro-JonesFerry
11,w,lb,MD,187.35,187.35,,9.44336,171.45,6.45656,0,0,187.35,CHT CW IB:Pittsboro-JonesFerry
11,w,lb,NT,3.24524,3.24524,,0,3.24524,0,0,0,3.24524,CHT CW IB:Pittsboro-JonesFerry
11,w,lb,PM,167.395,167.395,,21.5538,137.392,8.44929,2.14693,1.4972,163.751,CHT CW IB:Pittsboro-JonesFerry
12,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,knr,lb,AM,4.25548,4.25548,4.25548,0,0,0,0,0,4.25548,CHT CM IB:FamPrac-JonesFerry
12,knr,lb,MD,5.70515,5.70515,5.70515,0,0,0,0,0,5.70515,CHT CM IB:FamPrac-JonesFerry
12,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,knr,lb,PM,0.263702,0.263702,,0.263702,0,0,0,0,0.263702,CHT CM IB:FamPrac-JonesFerry
12,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,lb,MD,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT CM IB:FamPrac-JonesFerry
12,w,eb,AM,0.292077,0.292077,,0.292077,0,0,0.292077,0,0,CHT CM IB:FamPrac-JonesFerry
12,w,eb,MD,4.53058,4.53058,,2.48125,0,2.04933,3.8982,0.632376,0,CHT CM IB:FamPrac-JonesFerry
12,w,eb,NT,13.1735,13.1735,,1.49398,11.6795,0,1.49398,0,11.6795,CHT CM IB:FamPrac-JonesFerry
12,w,eb,PM,15.0741,15.0741,,7.0567,8.01745,0,4.20152,4.7239,6.14872,CHT CM IB:FamPrac-JonesFerry
12,w,lb,AM,29.3318,29.3319,,4.89295,5.9967,18.4422,3.90522,0.364275,25.0624,CHT CM IB:FamPrac-JonesFerry
12,w,lb,MD,155.165,155.165,,57.6916,96.9002,0.573218,38.5209,16.6056,100.039,CHT CM IB:FamPrac-JonesFerry
12,w,lb,NT,78.7334,78.7335,,26.2324,50.833,1.668,17.6387,2.02736,59.0674,CHT CM IB:FamPrac-JonesFerry
12,w,lb,PM,84.2926,84.2926,,51.3861,28.585,4.32144,23.0197,10.7186,50.5543,CHT CM IB:FamPrac-JonesFerry
13,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,knr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,knr,lb,AM,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,knr,lb,MD,0.735677,0.735677,0.735677,0,0,0,0,0,0.735677,CHT CM OB:JonesFerry-FamPrac
13,knr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,eb,MD,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,eb,NT,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,lb,AM,2.09223,2.09223,0,0,2.09223,0,0,0,2.09223,CHT CM OB:JonesFerry-FamPrac
13,pnr,lb,MD,4.99405,4.99405,0,0,0,4.99405,0,0,4.99405,CHT CM OB:JonesFerry-FamPrac
13,pnr,lb,NT,0,0,0,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,pnr,lb,PM,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,w,eb,AM,1.72695,1.72695,,0,1.72695,0,0.68311,0,1.04384,CHT CM OB:JonesFerry-FamPrac
13,w,eb,MD,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,w,eb,NT,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,w,eb,PM,0,0,,0,0,0,0,0,0,CHT CM OB:JonesFerry-FamPrac
13,w,lb,AM,69.2328,69.2328,,44.085,25.1478,0,0.757477,0,68.4753,CHT CM OB:JonesFerry-FamPrac
13,w,lb,MD,235.052,235.052,,102.028,87.0403,45.9841,9.30588,1.02676,224.72,CHT CM OB:JonesFerry-FamPrac
13,w,lb,NT,21.2574,21.2574,,11.0443,10.2132,0,6.58005,0,14.6773,CHT CM OB:JonesFerry-FamPrac
13,w,lb,PM,34.0596,34.0596,,17.0347,17.0249,0,0.827648,0,33.232,CHT CM OB:JonesFerry-FamPrac
14,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,knr,lb,AM,2.14941,2.14941,2.14941,0,0,0,0,0,2.14941,CHT CL OB: UNCHosp-WaldenGrnflds
14,knr,lb,PM,0,0,,0,0,0,0,0,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,pnr,eb,AM,0.410818,0.410818,0,0,0,0.410818,0,0.410818,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,pnr,eb,PM,0,0,,0,0,0,0,0,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,pnr,lb,AM,0.528636,0.528636,0,0,0,0.528636,0.528636,0,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,pnr,lb,PM,6.245,6.245,,0,0,6.245,0,0,6.245,CHT CL OB: UNCHosp-WaldenGrnflds
14,w,eb,AM,5.06974,5.06974,,0,5.06974,0,0,5.06974,0,CHT CL OB: UNCHosp-WaldenGrnflds
14,w,eb,PM,30.705,30.705,,3.53385,21.7491,5.42201,17.0362,4.56813,9.10069,CHT CL OB: UNCHosp-WaldenGrnflds
14,w,lb,AM,35.1243,35.1243,,3.64148,31.4829,0,3.35258,0.288908,31.4829,CHT CL OB: UNCHosp-WaldenGrnflds
14,w,lb,PM,139.684,139.684,,8.29391,121.417,9.97296,17.4416,2.9119,119.33,CHT CL OB: UNCHosp-WaldenGrnflds
15,knr,eb,AM,0,0,0,0,0,0,0,0,0,CHT CL IB: WaldenGrnflds-UNCHosp
15,knr,eb,PM,0,0,,0,0,0,0,0,0,CHT CL IB: WaldenGrnflds-UNCHosp
