"TAZ","Type","HH","HH_POP","Median_Inc","Pct_Worker","Pct_Child","Pct_Senior","Industry","Office","Service_RateLow","Service_RateHigh","Retail","PctHighEarn","StudGQ_NCSU","StudGQ_UNC","StudGQ_DUKE","StudGQ_NCCU","StudOff_NCSU","StudOff_UNC","StudOff_DUKE","StudOff_NCCU","BuildingS_NCSU","BuildingS_UNC","BuildingS_DUKE","BuildingS_NCCU","K12","CollegeOn","CollegeOff","Hospital","TraumaLevel","ParkDistrict","ParkCostW","ParkCostU","ParkCostO","EmpSpaces","StudSpaces","OtherSpaces","AWDT","PCTCV","PCTAUTOEE","PCTCVEE","TotalEmp","Density","AreaType","ATSmoothed","walkability_attr","gs_home_attr","gs_work_attr","gs_other_attr","gs_total_attr","GSIndex","ApproachDensity","walk_attr_dens","IndEmpDensity","ApproachDensity_z","IndEmpDensity_z","walk_attr_dens_z","GSIndex_z","Walkability","wHH","wK12","wStudGQ_NCSU","wStudGQ_UNC","wStudGQ_DUKE","wStudGQ_NCCU","wCollegeOn","wRetail","wTotalEmp","PctNearBusStop","access_general_sov_attr","access_nearby_sov_attr","access_walk_attr","access_employment_sov_attr","access_hospital_sov_attr","access_general_sov","access_nearby_sov","access_walk","access_employment_sov","access_hospital_sov","access_transit_attr","access_transit"
1623,"Internal",0,0,65902,68,9,9,53,3,14,601,86,38,0,0,0,0,20,0,0,0,0,0,0,0,0,729,799,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,15,4357.07,"Suburban",1,13929.80,1530.90,6636.30,4092.50,12259.70,0.579956,18.5022,37805.31,163.436,-0.123498,-0.0233423,0.141535,1.00672,0.138894,0.00,0.00,0.00,0.00,0.00,0.00,101.254,11.9449,2.08342,0.811873,13929.80,1118.60,2.23071,757,0.00,12.7098,9.30099,1.69733,12.0878,0.722766,1118.60,2.30449
1624,"Internal",0,0,65902,68,9,9,87,793,99,124,78,19,0,0,0,0,4,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,16,4963.21,"Suburban",1,5347.40,0.00,10417.90,5637.70,16055.60,0.455679,0.00,36150.51,195.888,-0.282051,0.02216,0.119523,-0.316168,0.116925,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.12012,1.87079,0.598138,5347.40,1027.40,0.0662394,1181.00,0.00,12.6425,9.30139,0.131239,12.0683,0.850954,1027.40,1.39127
1625,"Internal",510,1114,44816,60,17.3000,6.8,4,53,141,24,23,57,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,4911.58,"Suburban",1,2494.10,3315.00,367.5,2264.40,5946.90,0.540464,28.1324,18588.98,12.5033,-0.040973,-0.234977,-0.114078,0.586334,0.127437,64.9929,0.00,0.00,0.00,0.00,0.00,0.00,2.93105,0.509748,0.956642,2494.10,575.8,2.46132,245,0.00,12.4961,9.03047,1.68502,11.9784,0.340164,575.8,1.38039
1626,"Internal",518,1230,48312,60,16.5000,8.6,45,45,76,0,85,42,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,5,8263.43,"Urban",1,3269.30,3367.00,376.5,3009.80,6753.30,0.54969,48.6517,32855.94,218.933,0.134864,0.0544729,0.075699,0.684541,0.137209,71.0743,0.00,0.00,0.00,0.00,0.00,0.00,11.6628,0.686045,0.923546,3269.30,743.7,2.75305,251,0.00,12.4144,8.92728,1.75895,11.9362,0.254828,743.7,1.4434
1627,"Internal",115,251,48312,60,16.5000,8.6,0,18,14,0,3,49,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,2631.42,"Urban",1,407,747.5,52.5,401.3,1201.30,0.499312,0.00,9993.22,0.00,-0.282051,-0.252509,-0.228418,0.148286,0.114591,13.178,0.00,0.00,0.00,0.00,0.00,0.00,0.343773,0.00,0.52772,407,95.6,0.497237,35,0.00,12.4455,8.85779,1.36296,11.9527,0.217053,95.6,0.723008
1628,"Internal",327,747,44816,60,17.3000,6.8,533,226,65,26,35,66,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,18,10164.36,"Urban",1,4062.40,2125.50,1327.50,3322.50,6775.50,0.62274,25.4232,28709.11,2258.43,-0.0641898,2.9142,0.0205385,1.46214,0.143585,46.9523,0.00,0.00,0.00,0.00,0.00,0.00,5.02548,2.58453,0.873754,4062.40,795.7,1.79923,885,0.00,12.6082,9.27539,1.4526,12.0429,0.631468,795.7,1.80676
1629,"Internal",108,246,48312,60,16.5000,8.6,93,94,106,0,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,8031.49,"Urban",1,1902.10,702,483,1663.50,2848.50,0.569467,104.304,27009.99,881.843,0.611771,0.983988,-0.00206308,0.895064,0.147646,15.9457,0.00,0.00,0.00,0.00,0.00,0.00,4.28173,1.03352,0.977971,1902.10,393.6,0.629749,322,0.00,12.5135,9.0956,1.63486,11.9909,0.423861,393.6,1.81012
1630,"Internal",200,255,44816,60,17.3000,6.8,1241,409,400,27,95,45,0,0,0,0,12,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,41,13890.97,"Urban",1,9497.70,1300.00,4512.50,7303.10,13115.60,0.561746,12.8948,42280.77,4000.61,-0.17155,5.35705,0.201067,0.812882,0.136723,27.3446,0.00,0.00,0.00,0.00,0.00,0.00,12.9887,5.60565,0.839911,9497.70,1826.90,1.12094,2172.00,0.00,12.5515,9.07348,0.887723,12.0143,0.501902,1826.90,1.65773
1631,"Internal",855,1889,40546,55,17.1000,5.1,26,52,59,8,20,47,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,7237.02,"Suburban",1,2607.70,5557.50,247.5,2495.40,8300.40,0.460437,9.88227,27342.26,85.6463,-0.197366,-0.132418,0.00235672,-0.265522,0.116173,99.328,0.00,0.00,0.00,0.00,0.00,0.00,2.32346,0.232346,0.598245,2607.70,628.9,3.74595,165,0.00,12.5017,9.16344,1.56468,11.9855,0.231164,628.9,2.00989
1632,"Internal",746,1743,39623,55,21.1000,3.3,7,49,58,11,3,53,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,5151.40,"Suburban",1,2027.90,4849.00,192,1963.30,7004.30,0.441417,0.00,18205.66,18.1945,-0.282051,-0.226997,-0.119177,-0.467984,0.109411,81.621,0.00,0.00,0.00,0.00,0.00,0.00,0.328234,0.218823,0.85325,2027.90,496.1,3.06668,128,0.00,12.4382,9.14216,1.74504,11.9334,0.250811,496.1,1.87356
1633,"Internal",186,471,40546,55,17.1000,5.1,34,14,46,0,28,44,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,4338.09,"Urban",1,1278.60,1209.00,183,1132.00,2524.00,0.564153,37.2522,15670.75,211.096,0.0371776,0.0434842,-0.152896,0.838503,0.131417,24.4436,0.00,0.00,0.00,0.00,0.00,0.00,3.67969,0.262835,0.00,1278.60,287,0.944413,122,0.00,12.4219,9.0141,1.22895,11.9472,0.0930921,287,0.391207
1634,"Internal",188,454,66364,58,16.0000,7.6,0,193,10,0,5,55,0,0,0,0,16,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,3312.75,"Suburban",1,1625.70,1222.00,852,1275.50,3349.50,0.657185,11.7999,13174.60,0.00,-0.180933,-0.252509,-0.1861,1.8288,0.141024,26.5125,50.7686,0.00,0.00,0.00,0.00,0.00,0.705119,0.564095,0.5933,1625.70,223,1.26107,208,0.00,12.3754,8.9646,1.52684,11.9008,0.156413,223,2.25152
1635,"Internal",105,249,48312,60,16.5000,8.6,43,210,142,15,76,46,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,11503.85,"Urban",1,3296.40,682.5,766.5,3075.90,4524.90,0.486465,0.00,45024.78,427.869,-0.282051,0.347439,0.237567,0.0115355,0.124223,13.0434,3.10557,0.00,0.00,0.00,0.00,0.00,9.44093,0.869559,1,3296.40,679,0.574198,486,0.00,12.5002,9.16104,1.71755,11.9654,0.318204,679,1.16214
1636,"Internal",2,2,40546,55,17.1000,5.1,3,0,72,2,122,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,7166.61,"Suburban",1,2708.60,13,298.5,2410.10,2721.60,0.203757,115.147,52230.87,57.5737,0.704693,-0.17178,0.333422,-2.99779,0.104331,0.208662,0.00,0.00,0.00,0.00,0.00,0.00,12.7284,0.208662,0.870634,2708.60,591.5,0.10028,199,0.00,12.5541,9.18255,1.38974,12.0102,0.404636,591.5,2.06775
1637,"Internal",228,506,52694,55,17.1000,4.6,0,15,5,0,14,43,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,1976.74,"Suburban",1,768,1482.00,51,756,2289.00,0.471238,20.8275,7945.70,0.00,-0.103572,-0.252509,-0.255654,-0.150551,0.113065,25.7788,0.00,0.00,0.00,0.00,0.00,0.00,1.58291,0.00,0.0463088,768,184.9,0.979311,34,0.00,12.4086,8.97243,1.31446,11.9438,0.11453,184.9,0.240701
1638,"Internal",653,1305,52694,55,17.1000,4.6,12,32,26,0,0,43,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,8427.16,"Suburban",1,1518.30,4244.50,105,1496.50,5846.00,0.406997,35.2194,34315.48,70.4389,0.0197584,-0.153741,0.0951137,-0.834377,0.114657,74.8713,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.114657,0.500019,1518.30,379.7,2.81089,70,0.00,12.4022,9.03001,1.88728,11.9258,0.137592,379.7,1.8142
1639,"Internal",526,1021,52694,55,17.1000,4.6,16,6,13,0,0,43,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,7271.41,"Suburban",1,1138.20,3419.00,52.5,1101.30,4572.80,0.382837,0.00,30608.37,107.097,-0.282051,-0.10234,0.0458021,-1.09154,0.105576,55.533,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.283811,1138.20,289.6,2.08488,35,0.00,12.4097,9.02237,1.77737,11.935,0.120527,289.6,1.74631
1640,"Internal",102,251,76082,49,24.0000,12.8000,4,10,1,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,2018.99,"Suburban",1,241.4,663,22.5,244.9,930.4,0.422336,21.7098,6732.93,28.9464,-0.0960112,-0.211921,-0.271786,-0.671091,0.106414,10.8542,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.362181,241.4,59.2,0.4075,15,0.00,12.3909,8.78943,1.70323,11.9202,0.126148,59.2,1.28167
1641,"Internal",306,842,76082,49,24.0000,12.8000,15,231,39,40,6,66,0,0,0,0,12,0,0,0,0,0,0,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,4039.15,"Suburban",1,4647.50,1989.00,3270.00,1978.10,7237.10,0.6456,8.30072,20024.39,41.5036,-0.210919,-0.194313,-0.0949846,1.70548,0.141134,43.1869,260.956,0.00,0.00,0.00,0.00,0.00,0.846803,0.987936,0.577746,4647.50,395.4,2.96701,331,0.00,12.3768,8.7928,1.407,11.9018,0.128601,395.4,0.00
1642,"Internal",165,459,76082,49,24.0000,12.8000,0,8,5,0,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,2945.92,"Urban",1,402.9,1072.50,22.5,401.2,1496.20,0.414047,42.344,9050.73,0.00,0.0808116,-0.252509,-0.240955,-0.759332,0.108785,17.9495,0.00,0.00,0.00,0.00,0.00,0.00,0.217569,0.00,0.983979,402.9,100.7,0.675458,15,0.00,12.4227,8.85458,1.72987,11.9327,0.169658,100.7,1.21277
1643,"Internal",176,431,76082,49,24.0000,12.8000,2,2,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,3152.65,"Suburban",1,391.2,1144.00,18,378.4,1540.40,0.387969,20.8602,10711.01,13.9068,-0.103292,-0.233009,-0.21887,-1.03692,0.103142,18.153,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.636118,391.2,99.6,0.681519,12,0.00,12.4663,8.88942,1.54259,11.9629,0.242385,99.6,0.00
1644,"Internal",551,1421,38295,49,2.5,4.5,0,23,3,7,6,61,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,8531.24,"Urban",1,1284.10,3581.50,58.5,1285.40,4925.40,0.403006,0.00,28129.59,0.00,-0.282051,-0.252509,0.0128297,-0.876856,0.107416,59.186,0.00,0.00,0.00,0.00,0.00,0.00,0.644494,0.00,0.963458,1284.10,323.6,2.2267,39,0.00,12.4266,8.9259,2.03498,11.9241,0.0743756,323.6,2.74727
1645,"Internal",296,767,96359,49,13.5000,16.2000,2,90,28,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,3984.44,"Suburban",1,2300.20,1924.00,1485.00,1049.20,4458.20,0.647415,0.00,17925.13,8.04142,-0.282051,-0.241233,-0.122909,1.72479,0.139254,41.2191,121.151,0.00,0.00,0.00,0.00,0.00,0.00,0.278508,0.387609,2300.20,227.6,2.16936,120,0.00,12.4041,8.83247,1.93064,11.9189,0.0828182,227.6,2.44018
1646,"Internal",447,1135,36250,43,28.5000,6.1,80,37,110,15,128,15,0,0,0,0,374,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,6,7887.46,"Urban",1,4338.90,2905.50,600,3835.10,7340.60,0.563697,0.00,31714.89,345.638,-0.282051,0.232136,0.0605209,0.833647,0.131145,58.622,3.93436,0.00,0.00,0.00,0.00,0.00,16.7866,0.786872,0.884702,4338.90,956.8,2.34296,370,0.00,12.6236,9.31535,2.23754,12.0231,0.34715,956.8,2.23733
1648,"Internal",0,0,29087,48,10.2000,2.5,40,618,69,2,0,32,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,12,18907.80,"Urban",1,2371.60,0.00,1093.50,2884.90,3978.40,0.398623,83.3757,55283.65,555.838,0.432428,0.526873,0.37403,-0.923507,0.127489,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52987,1,2371.60,414.2,0.00,729,0.00,12.6309,9.27566,2.81431,12.013,0.273136,414.2,2.78093
1649,"Internal",760,1788,31607,43,31.0000,2.5,12,20,28,0,0,15,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,10962.51,"Urban",1,1696.80,4940.00,90,1658.80,6688.80,0.392863,17.3093,38592.86,69.2373,-0.133721,-0.155426,0.152011,-0.984819,0.1116,84.8158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1116,1,1696.80,429.6,3.18424,60,0.00,12.5042,9.09303,2.38161,11.9623,0.180652,429.6,2.52539
1650,"Internal",696,1594,29087,48,10.2000,2.5,0,44,20,7,0,32,0,0,0,0,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,12419.42,"Urban",1,1605.60,4524.00,106.5,1613.50,6244.00,0.407983,0.00,44915.12,0.00,-0.282051,-0.252509,0.236109,-0.823881,0.113188,78.779,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.113188,1,1605.60,402.4,2.9576,71,0.00,12.5004,9.19203,2.51723,11.942,0.0663905,402.4,3.2777
1651,"Internal",413,956,25571,48,18.5000,2.5,7,0,23,1,0,10,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,0,19714.40,"Urban",1,940.1,2684.50,46.5,893.6,3624.60,0.390517,0.00,70479.90,136.114,-0.282051,-0.0616529,0.576168,-1.0098,0.118936,49.1205,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,940.1,238.8,1.84413,31,0.00,12.5329,9.26896,2.68558,11.9468,0.0469787,238.8,3.35682
1652,"Internal",316,773,34563,40,22.7000,7.3,468,102,52,0,54,27,0,0,0,0,48,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,15,10568.96,"Urban",1,4092.90,2054.00,1495.50,2862.60,6412.10,0.643685,31.1654,33305.97,2430.90,-0.0149821,3.15604,0.0816853,1.68509,0.149885,47.3635,48.1129,0.00,0.00,0.00,0.00,0.00,8.09377,2.24827,1,4092.90,726.8,2.08392,676,0.00,12.589,9.10731,2.06864,12.0163,0.39298,726.8,2.1848
1653,"Internal",160,382,34563,40,22.7000,7.3,20,20,102,0,358,9,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,8587.03,"Urban",1,7689.80,1040.00,750,6991.80,8781.80,0.344796,45.7019,57335.04,130.577,0.109587,-0.069417,0.401317,-1.49648,0.11493,18.3889,0.00,0.00,0.00,0.00,0.00,0.00,41.1451,0.804513,0.961334,7689.80,1690.20,0.98921,500,0.00,12.6865,9.38271,2.26253,12.0528,0.430291,1690.20,2.35334
1654,"Internal",932,2043,82673,58,17.7000,9.8,0,48,56,1,8,51,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,3880.09,"Suburban",1,2383.60,6058.00,169.5,2338.90,8566.40,0.424956,5.16447,14746.98,0.00,-0.237794,-0.252509,-0.165184,-0.6432,0.106937,99.6649,0.00,0.00,0.00,0.00,0.00,0.00,0.855493,0.106937,0.529586,2383.60,591.2,3.74793,113,0.00,12.5388,9.21407,1.25334,11.9649,0.46841,591.2,1.30698
1655,"Internal",780,1393,55893,58,26.9000,11.8000,16,72,25,0,127,13,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,4,5816.96,"Suburban",1,4260.90,5070.00,360,4088.10,9518.10,0.530356,12.639,30074.80,50.556,-0.173742,-0.18162,0.0387047,0.478739,0.127512,99.4591,0.00,0.00,0.00,0.00,0.00,0.00,16.194,0.510046,0.963066,4260.90,984.7,3.85161,240,0.00,12.5676,9.37442,1.75519,11.9663,0.432959,984.7,1.79588
1656,"Internal",242,451,87446,50,16.1000,35.9000,13,143,93,4,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,5,4078.58,"Urban",1,2237.70,1573.00,441,2168.50,4182.50,0.578627,0.00,17062.99,53.035,-0.282051,-0.178144,-0.134377,0.992573,0.128265,31.0401,0.00,0.00,0.00,0.00,0.00,0.00,5.25885,0.641324,0.673218,2237.70,483.5,1.20353,294,0.00,12.5599,9.39535,1.52074,11.9609,0.445246,483.5,2.13586
1657,"Internal",255,746,55893,58,26.9000,11.8000,5,332,297,276,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,20,17735.76,"Urban",1,5770.20,1657.50,1450.50,5182.90,8290.90,0.538636,48.6693,57644.65,34.7638,0.135016,-0.203764,0.405435,0.56688,0.144745,36.91,0.00,0.00,0.00,0.00,0.00,0.00,8.25048,2.8949,0.991105,5770.20,1217.30,1.44564,967,0.00,12.7187,9.85723,2.27495,12.0234,0.644339,1217.30,2.0643
1658,"Internal",207,510,82673,58,17.7000,9.8,0,21,92,21,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,2,4680.90,"Suburban",1,1089.10,1345.50,201,942.7,2489.20,0.557876,18.4746,15328.98,0.00,-0.123735,-0.252509,-0.157442,0.771678,0.127417,26.3754,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.254835,0.139118,1089.10,249.6,0.990212,134,0.00,12.6207,9.39905,1.44066,12.0033,0.62413,249.6,1.05692
1659,"Internal",402,840,87446,50,16.1000,35.9000,87,244,463,53,171,34,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,17,6068.41,"Suburban",1,8555.10,2613.00,2238.00,6951.50,11802.50,0.568125,0.00,26138.76,192.677,-0.282051,0.0176583,-0.013652,0.880779,0.129853,52.2007,61.5501,0.00,0.00,0.00,0.00,0.00,22.2048,2.20749,0.557515,8555.10,1686.80,2.43698,1018.00,0.00,12.4918,9.26957,1.60319,11.9245,0.249159,1686.80,1.37158
1660,"Internal",175,428,58627,45,27.9000,9.5,23,18,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,2416.98,"Urban",1,489.1,1137.50,70.5,465.4,1673.40,0.458811,0.00,7842.50,107.791,-0.282051,-0.101367,-0.257027,-0.282828,0.108548,18.996,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.108548,0.00,489.1,115.2,0.713166,47,0.00,12.2174,8.71787,0.907397,11.8225,0.403676,115.2,0.490909
1661,"Internal",463,888,59022,45,22.7000,15.5000,56,1081,462,41,80,45,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,31,11789.00,"Urban",1,8603.50,3009.50,2580.00,8834.10,14423.60,0.549343,8.62955,41489.73,161.085,-0.208101,-0.0266395,0.190545,0.680851,0.1338,61.9492,0.00,0.00,0.00,0.00,0.00,0.00,10.704,4.14779,0.32815,8603.50,1731.60,2.4035,1720.00,0.00,12.323,8.96109,1.38686,11.8579,0.111659,1731.60,1.55183
1662,"Internal",687,1397,56818,50,13.5000,8.6,8,91,202,6,0,62,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,5,6586.32,"Urban",1,2767.10,4465.50,460.5,2543.20,7469.20,0.522834,20.0598,24971.71,26.7463,-0.110151,-0.215006,-0.0291759,0.398668,0.12578,86.4108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6289,0.567107,2767.10,642.6,3.24412,307,0.00,12.4116,9.16997,1.72439,11.8933,0.176512,642.6,1.83083
1663,"Internal",212,508,58627,45,27.9000,9.5,82,163,222,142,464,36,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,14,11164.87,"Urban",1,11853.00,1378.00,1609.50,10667.30,13654.80,0.365629,17.7874,60720.71,364.641,-0.129624,0.258781,0.446353,-1.27472,0.114906,24.36,0.00,0.00,0.00,0.00,0.00,0.00,53.3163,1.60868,0.989651,11853.00,2567.70,1.30178,1073.00,0.00,12.3698,9.28635,1.93344,11.8718,0.28327,2567.70,1.32102
1664,"Internal",376,968,58627,45,27.9000,9.5,65,126,230,7,56,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,9,8621.45,"Urban",1,3661.80,2444.00,726,3263.40,6433.40,0.585635,0.00,29638.67,299.455,-0.282051,0.167379,0.0329032,1.06717,0.133783,50.3025,0.00,0.00,0.00,0.00,0.00,0.00,7.49186,1.20405,0.449373,3661.80,797.5,1.94292,484,0.00,12.3444,9.02027,1.50218,11.8702,0.32176,797.5,1.53535
1665,"Internal",1,2,59022,45,22.7000,15.5000,160,49,69,91,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,7,19177.52,"Urban",1,1524.90,6.5,553.5,1098.80,1658.80,0.449863,111.056,46054.85,4442.23,0.66963,5.97628,0.251269,-0.378076,0.136465,0.136465,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.955253,1,1524.90,297,0.00512329,369,0.00,12.6335,9.62945,2.15975,11.9881,0.558071,297,2.94916
1666,"Internal",28,57,56818,50,13.5000,8.6,0,44,288,29,313,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,8,10760.69,"Urban",1,7813.50,182,1011.00,6916.90,8109.90,0.256524,49.0977,66362.91,0.00,0.138687,-0.252509,0.521404,-2.4361,0.106509,2.98226,0.00,0.00,0.00,0.00,0.00,0.00,33.3374,0.852075,1,7813.50,1699.70,0.354093,674,0.00,12.4237,9.41583,2.06407,11.8871,0.169297,1699.70,1.66863
1667,"Internal",104,110,81250,60,15.7000,16.6000,29,567,1472,83,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,31,13683.61,"Urban",1,11647.30,676,3303.00,9818.50,13797.50,0.433896,12.9702,44739.17,94.0341,-0.170904,-0.120656,0.233768,-0.548038,0.118531,12.3272,0.00,0.00,0.00,0.00,0.00,0.00,6.04509,3.67447,0.544144,11647.30,2425.10,0.506707,2202.00,0.00,12.6163,9.50834,1.03771,12.0466,1.93656,2425.10,1.76908
1668,"Internal",785,1613,81250,60,15.7000,16.6000,36,53,329,14,8,49,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,6,2441.13,"Suburban",1,3828.90,5102.50,660,3306.70,9069.20,0.545226,0.00,9094.83,36.1017,-0.282051,-0.201888,-0.240368,0.637024,0.120689,94.7405,0.00,0.00,0.00,0.00,0.00,0.00,0.965508,0.724131,0.0439807,3828.90,881.4,3.56385,440,0.00,12.3186,8.83094,0.619814,11.903,1.03386,881.4,0.451675
1669,"Internal",1017,1839,49978,60,14.7000,9.3,0,72,57,0,0,26,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,1,3790.02,"Suburban",1,2467.50,6610.50,193.5,2461.20,9265.20,0.419951,0.00,16884.15,0.00,-0.282051,-0.252509,-0.136756,-0.696477,0.106248,108.055,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.106248,0.00,2467.50,612.9,4.0567,129,0.00,12.3142,9.06882,1.19964,11.8821,0.905019,612.9,0.0358244
1670,"Internal",603,1191,93816,60,17.4000,14.5000,6,74,472,31,376,22,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0.0000,15,6211.27,"Suburban",1,11233.70,3919.50,1438.50,9987.60,15345.60,0.502377,14.5855,31974.79,12.5019,-0.157062,-0.234979,0.0639781,0.180917,0.124331,74.9714,0.00,0.00,0.00,0.00,0.00,0.00,46.7483,1.86496,0.188572,11233.70,2486.70,3.15418,959,0.00,12.3937,9.18958,1.66904,11.9179,1.10381,2486.70,0.988297
